SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
205466,0,Cash loans,F,Y,Y,0,211500.0,1113840.0,44302.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-15129,-1634,-302.0,-4975,3.0,1,1,1,1,0,0,Managers,2.0,2,2,SUNDAY,14,0,0,0,0,0,0,Self-employed,,0.6954090779060978,0.5136937663039473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
205468,0,Cash loans,F,N,Y,0,189000.0,640080.0,24259.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.015221,-15329,-2578,-113.0,-4790,,1,1,1,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,10,0,0,0,0,1,1,Self-employed,,0.2421770884836005,0.4614823912998385,0.0186,0.0,0.9826,0.762,0.0026,0.0,0.069,0.0417,0.0833,0.0111,0.0151,0.0122,0.0,0.0064,0.0189,0.0,0.9826,0.7713,0.0026,0.0,0.069,0.0417,0.0833,0.0114,0.0165,0.0127,0.0,0.0068,0.0187,0.0,0.9826,0.7652,0.0026,0.0,0.069,0.0417,0.0833,0.0113,0.0154,0.0125,0.0,0.0065,reg oper account,block of flats,0.011,Panel,No,0.0,0.0,0.0,0.0,-736.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0
205469,0,Cash loans,M,N,N,0,157500.0,508495.5,24592.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-16324,-795,-8575.0,-4070,,1,1,1,1,0,0,Drivers,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Self-employed,,0.6972586600566475,0.0995036835288706,0.0742,0.0381,0.9856,,,0.08,0.069,0.3333,,0.0469,,0.0773,,0.0542,0.0756,0.0395,0.9856,,,0.0806,0.069,0.3333,,0.0479,,0.0805,,0.0573,0.0749,0.0381,0.9856,,,0.08,0.069,0.3333,,0.0477,,0.0787,,0.0553,,block of flats,0.0808,"Stone, brick",No,0.0,0.0,0.0,0.0,-586.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
205473,0,Cash loans,F,N,N,0,315000.0,485640.0,39069.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.010006,-16413,-839,-1932.0,-1946,,1,1,0,1,0,0,Sales staff,2.0,2,1,TUESDAY,14,0,0,0,0,0,0,Self-employed,,0.6050354394603346,0.4066174366275036,0.3062,0.2432,0.995,0.932,0.3245,0.36,0.3103,0.3333,0.375,0.0488,0.2421,0.31,0.0347,0.1451,0.312,0.2524,0.995,0.9347,0.3275,0.3625,0.3103,0.3333,0.375,0.0499,0.2645,0.3229,0.035,0.1536,0.3092,0.2432,0.995,0.9329,0.3266,0.36,0.3103,0.3333,0.375,0.0497,0.2463,0.3155,0.0349,0.1482,reg oper account,block of flats,0.3344,Panel,No,0.0,0.0,0.0,0.0,-1828.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
205474,0,Cash loans,F,N,N,0,112500.0,202500.0,7762.5,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-17405,-3249,-11502.0,-954,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,,0.5317164375862943,,0.0278,0.0414,0.9816,0.7484,0.0181,0.0,0.1034,0.0833,0.125,0.0222,0.0227,0.0259,0.0,0.0,0.0284,0.0429,0.9816,0.7583,0.0183,0.0,0.1034,0.0833,0.125,0.0227,0.0248,0.027,0.0,0.0,0.0281,0.0414,0.9816,0.7518,0.0182,0.0,0.1034,0.0833,0.125,0.0226,0.0231,0.0263,0.0,0.0,reg oper account,block of flats,0.0302,Panel,No,0.0,0.0,0.0,0.0,-828.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
205477,0,Cash loans,M,Y,Y,0,175500.0,225000.0,25515.0,225000.0,Family,Working,Incomplete higher,Separated,House / apartment,0.028663,-9935,-1667,-4538.0,-2081,6.0,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,0.3423499050708748,0.5184770398660078,0.2608559142068693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-972.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
205483,0,Cash loans,M,Y,Y,1,202500.0,263844.0,13599.0,189000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.04622,-15975,-2374,-8467.0,-4385,12.0,1,1,0,1,0,0,Drivers,2.0,1,1,TUESDAY,10,0,0,0,0,1,1,Self-employed,,0.064627882434357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-743.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205484,0,Cash loans,F,N,Y,0,225000.0,1190340.0,63418.5,1125000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.04622,-14362,-1943,-8289.0,-4515,,1,1,0,1,0,0,Core staff,2.0,1,1,FRIDAY,8,0,0,0,0,0,0,Self-employed,0.8025630227754861,0.4494370506711652,0.7076993447402619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1532.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
205491,0,Cash loans,F,N,N,1,112500.0,675000.0,26154.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-10520,-542,-2682.0,-3057,,1,1,0,1,1,0,Sales staff,3.0,2,2,MONDAY,11,0,0,0,0,1,1,Self-employed,0.4904153335404154,0.3844369031126572,0.4992720153045617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1095.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
205502,0,Cash loans,M,N,Y,0,180000.0,269550.0,20988.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.009549,-10996,-1790,-39.0,-1813,,1,1,0,1,0,0,Managers,1.0,2,2,SATURDAY,15,0,0,0,0,0,0,Self-employed,,0.6584920961322582,0.475849908720221,0.0526,0.0641,0.9583,0.4288,,0.0,0.2069,0.125,0.1667,0.0756,0.0403,,0.0116,,0.0536,0.0666,0.9583,0.4512,,0.0,0.2069,0.125,0.1667,0.0774,0.0441,,0.0117,,0.0531,0.0641,0.9583,0.4364,,0.0,0.2069,0.125,0.1667,0.0769,0.041,,0.0116,,not specified,block of flats,0.0488,"Stone, brick",No,1.0,0.0,1.0,0.0,-533.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
205511,1,Cash loans,F,N,Y,0,184500.0,317979.0,25623.0,274500.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.010147,-14225,-1242,-4315.0,-2190,,1,1,1,1,1,0,Waiters/barmen staff,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Self-employed,,0.1463712005658987,0.7981372313187245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-706.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
205514,1,Revolving loans,F,N,N,0,121500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Single / not married,With parents,0.0088659999999999,-10255,-2484,-4744.0,-2744,,1,1,0,0,0,0,Core staff,1.0,2,2,MONDAY,17,0,0,0,0,0,0,Self-employed,0.6010022942724055,0.2331486534135304,0.0411859296094006,0.1082,0.1038,0.9717,0.6124,0.0202,0.0,0.1724,0.1667,0.2083,0.0633,0.079,0.129,0.0425,0.0378,0.1103,0.1077,0.9717,0.6276,0.0204,0.0,0.1724,0.1667,0.2083,0.0647,0.0863,0.1344,0.0428,0.0401,0.1093,0.1038,0.9717,0.6176,0.0203,0.0,0.1724,0.1667,0.2083,0.0644,0.0804,0.1313,0.0427,0.0386,reg oper account,block of flats,0.1207,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
205518,0,Cash loans,M,N,N,0,112500.0,180000.0,18900.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-16542,-357,-8744.0,-84,,1,1,0,1,0,0,,1.0,2,2,WEDNESDAY,15,0,0,0,0,1,1,Self-employed,,0.5054248310868305,0.2044226253763287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-856.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
205523,0,Cash loans,F,N,N,0,202500.0,225000.0,21253.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-9980,-3263,-4023.0,-1826,,1,1,0,1,0,0,Core staff,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Self-employed,0.3358798587664574,0.5164676817062369,0.520897599048938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,1.0,-2361.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
205527,1,Cash loans,M,N,N,0,157500.0,781920.0,41400.0,675000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.022625,-9210,-175,-3887.0,-1888,,1,1,0,1,0,0,Sales staff,1.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,,0.6044395604712424,0.2512394458905693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-195.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
205537,0,Revolving loans,M,N,Y,0,81000.0,180000.0,9000.0,,,Working,Secondary / secondary special,Married,House / apartment,0.010276,-15505,-4231,-8122.0,-4169,,1,1,1,1,1,0,Laborers,2.0,2,2,FRIDAY,16,0,0,0,0,1,1,Self-employed,,0.6550266568695492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-197.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
205540,0,Cash loans,F,Y,Y,0,209250.0,473760.0,49747.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.002506,-21582,-1799,-8290.0,-4686,13.0,1,1,0,1,0,0,Accountants,2.0,2,2,THURSDAY,3,0,0,0,0,0,0,Self-employed,0.8591275661779759,0.7264662151078087,,,,0.9806,,,,0.2069,0.1667,0.2083,,0.0756,0.0875,,,,,0.9806,,,,0.2069,0.1667,0.2083,,0.0826,0.0911,,,,,0.9806,,,,0.2069,0.1667,0.2083,,0.077,0.089,,,reg oper account,block of flats,0.0763,Monolithic,No,0.0,0.0,0.0,0.0,-438.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205543,0,Revolving loans,F,Y,Y,0,99000.0,202500.0,10125.0,202500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-14434,-1623,-988.0,-4923,11.0,1,1,0,1,0,1,Sales staff,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.4528760185158239,0.7504836422441296,0.5567274263630174,0.0495,0.08,0.9727,0.626,0.0084,0.0,0.1034,0.125,0.1667,0.0848,0.0403,0.0525,0.0,0.0,0.0504,0.083,0.9727,0.6406,0.0084,0.0,0.1034,0.125,0.1667,0.0867,0.0441,0.0547,0.0,0.0,0.05,0.08,0.9727,0.631,0.0084,0.0,0.1034,0.125,0.1667,0.0863,0.041,0.0534,0.0,0.0,reg oper account,block of flats,0.0458,"Stone, brick",No,0.0,0.0,0.0,0.0,-2432.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
205568,0,Cash loans,F,N,N,0,202500.0,808650.0,23773.5,675000.0,Other_A,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.006233,-15938,-587,-6751.0,-4469,,1,1,1,1,0,0,Laborers,1.0,2,2,MONDAY,13,0,0,0,0,1,1,Self-employed,,0.4058878169014847,,0.0686,0.065,0.9776,0.6940000000000001,0.0304,0.0,0.1724,0.1042,0.0625,0.0768,0.0559,0.0651,0.0,0.0,0.0126,0.0,0.9702,0.608,0.002,0.0,0.069,0.0417,0.0417,0.0242,0.011,0.0154,0.0,0.0,0.0692,0.065,0.9776,0.6981,0.0306,0.0,0.1724,0.1042,0.0625,0.0782,0.0569,0.0663,0.0,0.0,reg oper account,block of flats,0.0116,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205571,0,Cash loans,M,Y,Y,0,135000.0,495216.0,23076.0,427500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-15917,-1194,-2454.0,-4246,10.0,1,1,1,1,0,0,Drivers,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Self-employed,0.2794563134658419,0.7001496353133272,0.7981372313187245,,,0.9786,,,0.16,0.1379,0.3333,,0.0851,,0.2158,,0.0,,,0.9786,,,0.1611,0.1379,0.3333,,0.087,,0.2248,,0.0,,,0.9786,,,0.16,0.1379,0.3333,,0.0866,,0.2196,,0.0,,block of flats,0.1752,Panel,No,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
205582,0,Cash loans,F,Y,Y,0,202500.0,500490.0,52555.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.00823,-19978,-9034,-6270.0,-3486,21.0,1,1,0,1,0,0,Sales staff,1.0,2,2,THURSDAY,15,0,1,1,0,1,1,Self-employed,,0.7335686574710842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-234.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205593,0,Cash loans,F,N,Y,0,90000.0,808650.0,26217.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.010556,-15718,-3580,-3234.0,-3322,,1,1,0,1,0,0,Sales staff,2.0,3,3,TUESDAY,12,0,0,0,0,1,1,Self-employed,,0.5234758604846631,0.3807996826489149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1495.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
205615,0,Cash loans,M,Y,N,0,112500.0,675000.0,26284.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-13370,-405,-2447.0,-4533,23.0,1,1,1,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,Self-employed,,0.6716619923955728,,0.0052,0.0,0.9667,0.5444,0.0,0.0,0.1724,0.0,0.0417,0.0759,0.0042,0.0042,0.0,0.0,0.0053,0.0,0.9667,0.5622,0.0,0.0,0.1724,0.0,0.0417,0.0776,0.0046,0.0043,0.0,0.0,0.0052,0.0,0.9667,0.5505,0.0,0.0,0.1724,0.0,0.0417,0.0772,0.0043,0.0042,0.0,0.0,not specified,terraced house,0.0033,Others,No,2.0,1.0,2.0,1.0,-1854.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205620,0,Cash loans,M,Y,Y,1,135000.0,315000.0,19165.5,315000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-17067,-3375,-9555.0,-609,17.0,1,1,0,1,0,0,Drivers,3.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Self-employed,,0.2299502970627464,0.248535557339522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-1898.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,8.0
205630,1,Cash loans,M,Y,N,0,270000.0,659610.0,17527.5,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-11067,-337,-4644.0,-3555,0.0,1,1,1,1,1,0,Drivers,2.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Self-employed,0.621977407186588,0.5265569145063642,0.2594676548211199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-135.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
205647,0,Cash loans,F,Y,N,0,450000.0,900000.0,38133.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0088659999999999,-19041,-3505,-5771.0,-2587,4.0,1,1,1,1,1,0,Managers,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Self-employed,0.8941015750803821,0.2858978721410488,0.4884551844437485,0.1443,0.0883,0.9901,0.8640000000000001,0.0238,0.1,0.1207,0.3958,0.4167,0.1302,0.0664,0.1725,0.0,0.0,0.083,0.0442,0.9901,0.8693,0.024,0.0,0.069,0.375,0.4167,0.0732,0.0725,0.1054,0.0,0.0,0.1457,0.0883,0.9901,0.8658,0.0239,0.1,0.1207,0.3958,0.4167,0.1324,0.0676,0.1756,0.0,0.0,reg oper account,block of flats,0.0795,Panel,No,0.0,0.0,0.0,0.0,-1890.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
205650,0,Revolving loans,F,Y,N,0,99000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-9814,-2887,-3077.0,-2503,22.0,1,1,0,1,1,0,Sales staff,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Self-employed,,0.5949908675221109,0.6940926425266661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-96.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
205656,0,Cash loans,F,N,Y,0,135000.0,467257.5,16911.0,328500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.02461,-19315,-995,-2950.0,-2712,,1,1,0,1,0,0,,1.0,2,2,MONDAY,12,0,0,0,0,0,0,Self-employed,,0.4897966061712482,0.8027454758994178,0.0696,0.0327,0.9702,,,0.02,0.0862,0.25,,0.0537,,0.0613,,0.0868,0.0662,0.034,0.9608,,,0.0,0.0345,0.1667,,0.0512,,0.0615,,0.0343,0.0703,0.0327,0.9702,,,0.02,0.0862,0.25,,0.0547,,0.0624,,0.0886,,block of flats,0.0535,"Stone, brick",No,3.0,2.0,3.0,2.0,-1914.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
205657,0,Cash loans,F,Y,Y,1,180000.0,426384.0,50602.5,405000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-11078,-1611,-5678.0,-3731,9.0,1,1,1,1,1,0,Sales staff,3.0,1,1,FRIDAY,10,0,0,0,0,0,0,Self-employed,0.6544118626312541,0.6888999796680457,0.4206109640437848,0.1706,0.0836,0.9871,0.8232,0.0565,0.16,0.069,0.5417,0.5833,0.0264,0.1387,0.1882,0.0019,0.0015,0.0987,0.0461,0.9871,0.8301,0.0235,0.0806,0.0345,0.4583,0.5,0.0,0.0854,0.0905,0.0,0.0,0.1723,0.0836,0.9871,0.8256,0.0569,0.16,0.069,0.5417,0.5833,0.0269,0.1411,0.1915,0.0019,0.0015,reg oper spec account,block of flats,0.2285,"Stone, brick",No,1.0,0.0,1.0,0.0,-1955.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
205667,1,Cash loans,F,N,Y,0,135000.0,170640.0,12496.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-12495,-419,-5929.0,-90,,1,1,1,1,0,0,Managers,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.3533358599772227,0.2063518660021326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-675.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205671,0,Revolving loans,F,N,Y,0,90000.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.0084739999999999,-9326,-379,-3784.0,-2013,,1,1,0,0,0,0,Sales staff,1.0,2,2,SUNDAY,11,0,0,0,0,0,0,Self-employed,,0.1112294656824407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
205687,1,Cash loans,M,N,Y,0,247500.0,592560.0,35937.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008575,-9927,-817,-5.0,-702,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,14,0,0,0,1,1,0,Self-employed,,0.3560426246630881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-491.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205700,0,Cash loans,F,Y,N,0,225000.0,1984500.0,52348.5,1984500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.022625,-16122,-1498,-10032.0,-4607,1.0,1,1,0,1,0,0,Managers,1.0,2,2,THURSDAY,15,0,0,0,0,0,0,Self-employed,,0.752484742705364,0.4974688893052743,0.0825,,0.0,,,0.0,0.1379,0.1667,,,,0.07,,,0.084,,0.0005,,,0.0,0.1379,0.1667,,,,0.0729,,,0.0833,,0.0,,,0.0,0.1379,0.1667,,,,0.0712,,,,block of flats,0.0594,Block,No,0.0,0.0,0.0,0.0,-84.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0
